virus,realm,locus_tag,host,type,shape,corr,p.value
Tobacco leaf curl virus,Monodnaviria,A6262,land plants,DNA,circular,-0.37895967270602,0.00326777809117549
Alstroemeria yellow spot virus,Riboviria,F2P94,land plants,RNA,linear,-0.482912424251746,0.000148924458246902
Staphylococcus phage SA780ruMSSAST101,Duplodnaviria,HWB66,bacteria,DNA,linear,-0.558503798947984,6.33016837834831e-06
Human papillomavirus 9,Monodnaviria,HpV9gp,human:vertebrates,DNA,linear,-0.540619520748101,1.3719188764174e-05
Irkut lyssavirus,NA,J426,NA,RNA,linear,-0.363062536528346,0.00494241007363338
Marmot sapelovirus 1,Riboviria,EXJ58,vertebrates,RNA,linear,-0.420163646990064,0.0010190577423344
Salmonella phage SeZq-1,Duplodnaviria,JT343,bacteria,DNA,linear,0.191408533021625,0.146155646854512
Salmonella phage STML-13-1,Duplodnaviria,FDI91,bacteria,DNA,linear,-0.415955581531268,0.0011552269445874
Mycobacterium phage Phlei,Duplodnaviria,AU152,bacteria,DNA,linear,0.466744593804793,0.000228831677568797
Daeseongdong virus 1,unclassified viruses,AT157,invertebrates,RNA,linear,-0.191642314436002,0.14565657547617
Staphylococcus phage B166,Duplodnaviria,AVU30,bacteria,DNA,linear,-0.544126241963764,1.18236850660679e-05
Streptococcus virus 9872,Duplodnaviria,BIZ99,bacteria,DNA,linear,-0.514260666277031,4.00871740118338e-05
Acinetobacter phage Loki,Duplodnaviria,FDJ62,bacteria,DNA,linear,-0.348158971361777,0.00716083486796713
Simian adenovirus 3,Varidnaviria,SAdV,vertebrates,DNA,linear,0.0787843366452367,0.552133195703112
Bacillus phage BCASJ1c,Duplodnaviria,BCBBV1cgp,bacteria,DNA,linear,-0.506487434248977,5.41820510913956e-05
Wuhan house centipede virus 1,Riboviria,BZK01,invertebrates,RNA,linear,-0.506604324956166,5.39397651351364e-05
Anellovirus PRA4,Anelloviridae,AVR80,vertebrates,NA,NA,-0.018760958503799,0.887663456270457
Yersinia phage PYPS50,Duplodnaviria,HOU63,bacteria,DNA,linear,-0.203740502630041,0.121537108682326
Streptomyces phage Lorelei,Duplodnaviria,KGH01,bacteria,DNA,linear,0.446969696969697,0.000705187137097675
Kaisodi virus,Riboviria,EXI67,invertebrates,RNA,linear,-0.423495032144945,0.000921745426573037
Sclerotinia sclerotiorum megabirnavirus 1,Riboviria,ACG04,fungi,RNA,linear,-0.338106370543542,0.00911249957308395
Porcine circovirus 1,Monodnaviria,PCVgp,human:vertebrates,DNA,circular,-0.301987142022209,0.0204484103969277
Mycobacterium phage Ochi17,Duplodnaviria,KNU45,bacteria,DNA,linear,0.400993571011105,0.00178280684683302
Grapevine leafroll-associated virus 10,Riboviria,GLRaV10,land plants,RNA,linear,-0.525891291642315,2.52215341212439e-05
Alphamesonivirus 2,Riboviria,K655,invertebrates,RNA,linear,-0.516189362945646,3.71612597753354e-05
Rhizoctonia solani flexivirus 1,Riboviria,BC337,fungi,RNA,linear,0.245879602571596,0.0607075640583743
Milk vetch dwarf virus,Monodnaviria,NA,land plants,DNA,circular,-0.506896551724138,5.33384327206718e-05
Raphanus sativus cryptic virus 3,Riboviria,RSCV3,land plants,RNA,linear,-0.261309175920514,0.0458852178439861
Mycobacterium phage Bxb1,Duplodnaviria,Bxb1p,bacteria,DNA,linear,0.493687901811806,8.77250756965117e-05
Red clover necrotic mosaic virus,Riboviria,RCNMV,land plants,RNA,linear,-0.504734073641146,5.79393954296997e-05
Bovine alphaherpesvirus 5,Duplodnaviria,BHV5,vertebrates,DNA,linear,0.490239625949737,9.95892338865138e-05
Radish leaf curl virus,Monodnaviria,RLCV,land plants,DNA,circular,-0.481998831092928,0.000134182849349806
Mycobacterium phage EricB,Duplodnaviria,FGG32,bacteria,DNA,linear,0.501168907071888,6.63340530466352e-05
Corchorus yellow spot virus,Monodnaviria,CYSV,land plants,DNA,linear,-0.193395675043834,0.141954209117314
Banana virus X,NA,FK832,NA,RNA,linear,-0.471223513328776,0.000289834553988996
Maize-associated totivirus 2,Riboviria,BBA77,land plants,RNA,linear,-0.29333722969024,0.0244971362657421
Sulfolobus spindle-shaped virus 2,Fuselloviridae,SSV2p,archaea,DNA,circular,-0.528988895382817,2.22359409747145e-05
Klebsiella phage KP8,Duplodnaviria,HWB55,bacteria,DNA,linear,-0.397253068381064,0.0019813578223184
Circoviridae 9 LDMD-2013,NA,QS53,NA,DNA,circular,-0.309409701928697,0.0174438217285462
Enterococcus phage EFP01,Duplodnaviria,HOR47,bacteria,DNA,circular,-0.487434248977206,0.000110314713089869
Mycobacterium phage Serenity,Duplodnaviria,SEA,bacteria,DNA,linear,0.506779661016949,5.35782167762831e-05
Pectobacterium phage Peat1,Duplodnaviria,AXI77,bacteria,DNA,linear,-0.314669783752192,0.0155514307167097
Andrena haemorrhoa nege-like virus,Riboviria,EXL39,invertebrates,RNA,linear,-0.479193454120397,0.0001482821397225
Schefflera ringspot virus,Riboviria,KM551,land plants,DNA,linear,-0.353538803039358,0.0104964187416569
Bufavirus-3,Monodnaviria,LL81,human,DNA,linear,-0.309501025290499,0.0206517034566358
Turkey parvovirus 260,Monodnaviria,D1R52,vertebrates,DNA,linear,-0.462068965517242,0.000268275274154615
Sodalis phage phiSG1,Duplodnaviria,SGPHI,bacteria,DNA,circular,-0.225599064874343,0.0858609778260519
Polyscias mosaic virus,Riboviria,KM718,land plants,DNA,circular,-0.481589713617767,0.00013615906976225
Changjiang picorna-like virus 7,Riboviria,BWV94,invertebrates,RNA,linear,-0.447983635300994,0.000427729893806576
Daeseongdong virus 2,unclassified viruses,AT156,invertebrates,RNA,linear,-0.0294564582115722,0.82436014218904
Changjiang tombus-like virus 6,Riboviria,BWV72,invertebrates,RNA,linear,-0.108007013442431,0.414486424091784
rat cytomegalovirus strain Maastricht,Duplodnaviria,RcVgp,vertebrates,DNA,linear,0.431502045587376,0.000721333896334516
Tupaia glis polyomavirus 1,Monodnaviria,EXJ19,vertebrates,DNA,circular,-0.476271186440678,0.000164407606318492
J-virus,Riboviria,Jviru,vertebrates,RNA,linear,-0.443366452367037,0.0004963984382651
Bean bushy stunt virus,Monodnaviria,L1Q61,land plants,DNA,circular,-0.398831092928112,0.00189529333960837
Thogoto thogotovirus,Riboviria,THOV,invertebrates:vertebrates,RNA,linear,-0.107714786674459,0.415756197256451
Ferret parechovirus,Riboviria,CAU88,vertebrates,RNA,linear,-0.459322033898305,0.000294258926889076
Passionfruit severe leaf distortion virus,Monodnaviria,PSLDV,land plants,DNA,circular,-0.382992402104033,0.00293314886682345
Lloviu cuevavirus,Riboviria,LLOV,vertebrates,RNA,linear,-0.425131502045587,0.000877095922597569
Whitefly-associated begomovirus 4,Monodnaviria,D1T73,land plants,DNA,circular,-0.236762127410871,0.0711550644052551
Acinetobacter phage AbKT21phiIII,Duplodnaviria,HOU98,bacteria,DNA,linear,-0.458270017533606,0.000304805603851511
Zucchini lethal chlorosis virus,Riboviria,BMR73,invertebrates:land plants,RNA,linear,-0.458796025715956,0.000299489788693682
Gyrovirus GyV8,Anelloviridae,ACV36,vertebrates,DNA,circular,-0.245528930450029,0.0610849652227213
Wuhan House Fly Virus 2,Riboviria,BJD28,invertebrates,RNA,linear,-0.468790181180596,0.000213309555894193
Parrot bornavirus 5,Riboviria,D1Y15,vertebrates,RNA,linear,-0.510286382232613,4.68022019870939e-05
Avian orthoavulavirus 12,Riboviria,NZ93,vertebrates,RNA,linear,-0.557276446522502,6.68333082568633e-06
Hubei picorna-like virus 61,Riboviria,BWR94,invertebrates,RNA,linear,0.192226767971946,0.144414491032044
Gordonia phage Rickmore,Duplodnaviria,HWC05,bacteria,DNA,linear,-0.00438340151957919,0.973806906902694
Orgyia pseudotsugata multiple nucleopolyhedrovirus,Naldaviricetes,OpmnVgp,invertebrates,DNA,circular,0.235067212156634,0.0732477403236134
Lactobacillus phage phiadh,Duplodnaviria,phiadhp,bacteria,DNA,circular,-0.537229690239626,1.58182431993378e-05
Mycobacterium phage Alexphander,Duplodnaviria,I5H12,bacteria,DNA,linear,0.406838106370544,0.00150819140341923
Streptomyces phage Wollford,Duplodnaviria,HWB78,bacteria,DNA,linear,-0.240970192869667,0.0661665933657682
Beihai octopus virus 1,Riboviria,BVF44,invertebrates,RNA,linear,-0.453302162478083,0.00035943965180602
Nocardia phage NBR1,Duplodnaviria,NoPhNBR1,bacteria,DNA,linear,0.480946814728229,0.000139318742360026
Felis catus papillomavirus 4,Monodnaviria,Q423,vertebrates,DNA,circular,-0.421274108708358,0.000985633792478951
Sparus aurata polyomavirus 1,Monodnaviria,BGM08,vertebrates,DNA,linear,-0.307831677381648,0.018048744013025
Circovirus-like genome DCCV-4,NA,BBV92,NA,DNA,circular,-0.282758620689655,0.0303546528307045
Pseudomonas phage Epa14,Duplodnaviria,H6S66,bacteria,DNA,linear,0.215254237288136,0.101545147738506
Mycoreovirus 3,Riboviria,MV3,fungi,RNA,linear,-0.333430742255991,0.0101686862169889
Honeysuckle yellow vein mosaic disease associated satellite DNA beta,Tolecusatellitidae,HYVMVSDB,land plants,NA,NA,-0.312443370582905,0.0418291175857926
Faba bean necrotic stunt alphasatellite 1,Alphasatellitidae,DJ32,land plants,DNA,circular,-0.495711835334477,0.000168062027268743
Tomato golden vein virus,Monodnaviria,D1S73,land plants,DNA,circular,-0.44260666277031,0.000508615488768863
Lake Sarah-associated circular molecule 8,unclassified viruses,A0R77,invertebrates,DNA,circular,-0.417498291182502,0.00149667568206317
Bovine astrovirus,Riboviria,GV76,vertebrates,RNA,linear,0.0654003506721216,0.621769097017629
Mycobacterium phage Nala,Duplodnaviria,NALA,bacteria,DNA,linear,0.482583284628872,0.000131405448260913
Melochia yellow mosaic virus,Monodnaviria,ASK88,land plants,DNA,circular,-0.254529514903565,0.0519817675906414
Gordonia phage Phinally,Duplodnaviria,BI045,bacteria,DNA,linear,0.508474576271187,5.0197128435186e-05
Wuhan Mosquito Virus 8,Riboviria,ASQ57,invertebrates,RNA,circular,-0.4354178842782,0.000638517529464433
Zhejiang mosquito virus 1,Riboviria,B1U10,invertebrates,RNA,linear,-0.487025131502046,0.0001119649127741
Wenling crustacean virus 9,NA,BU144,NA,RNA,linear,-0.428930450029223,0.000780904755574939
Sphingomonas phage Scott,Duplodnaviria,HOT83,bacteria,DNA,circular,0.274693161893629,0.0355756285154143
Mycobacterium phage Pepe,Duplodnaviria,SEA,bacteria,DNA,linear,0.517124488603156,3.58151597800468e-05
Parvovirus YX-2010/CHN,Monodnaviria,D1R65,vertebrates,DNA,linear,-0.0828170660432496,0.531912951193838
Murrumbidgee virus,Riboviria,U508,invertebrates,RNA,linear,-0.472238457042665,0.000189313934452568
Rodent hepatovirus RMU101637Micarv2010,Riboviria,AS015,vertebrates,RNA,linear,-0.502527871402645,8.48961090671487e-05
Beihai picorna-like virus 66,Riboviria,BVK03,invertebrates,RNA,linear,-0.334950321449445,0.00981429185050101
Lake Sarah-associated circular virus-39,unclassified viruses,A0S30,invertebrates,DNA,circular,-0.517918114983543,4.06864937231712e-05
Porcine circovirus-like virus P1,Monodnaviria,C1189,vertebrates,DNA,circular,-0.351092318534179,0.0199489779801162
Salmon isavirus,Riboviria,ISAV,vertebrates,RNA,linear,-0.379135008766803,0.00325255022201763
Jatropha mosaic India virus-[Lucknow],Monodnaviria,D1Q71,land plants,DNA,circular,-0.265809468147282,0.0421738027075494
Tomato mosaic Havana virus-[Quivican],Monodnaviria,ToMHv,land plants,DNA,linear,-0.331911163062537,0.0105341799167665
Pseudomonas phage 14-1,NA,PP141,NA,DNA,linear,0.23874926943308,0.0687630129840005
Maize striate mosaic virus,Monodnaviria,EXI94,land plants,DNA,circular,-0.0843950905902981,0.524102044499167
Rodent Torque teno virus 7,Anelloviridae,EXK41,vertebrates,DNA,circular,-0.379556430526931,0.00349784585519537
Propionibacterium phage Solid,Duplodnaviria,AFL92,bacteria,DNA,linear,0.0201052016364699,0.879660047081978
Pacific flying fox faeces associated gemycircularvirus-7,Monodnaviria,D1R24,vertebrates,DNA,circular,-0.0347288443200345,0.795327680066142
Clerodendron yellow mosaic virus,Monodnaviria,CleYMV,land plants,DNA,circular,-0.345119812974869,0.00770796148367332
Fowlpox virus,Varidnaviria,FPV001,vertebrates,DNA,linear,-0.598597311513735,9.74639062554152e-07
Influenza D virus (D/swine/Oklahoma/1334/2011),Riboviria,C1935,vertebrates,RNA,linear,-0.53723584238211,1.87807228663254e-05
Francolinus leucoscepus papillomavirus 1,NA,FLPV,NA,DNA,circular,-0.297253068381064,0.0225870429155944
Quaranfil quaranjavirus,Riboviria,D1S75,invertebrates,RNA,linear,-0.216832261835184,0.0990177809424715
Squash leaf curl virus,Monodnaviria,SLCV,land plants,DNA,circular,-0.414728229105786,0.00119792850588004
Invertebrate iridovirus 22,NA,IIV22,NA,DNA,circular,-0.605201636469901,7.03463242635228e-07
Tatenale orthohantavirus,Riboviria,KM768,vertebrates,RNA,linear,-0.471829339567504,0.000192025211545329
Beihai picorna-like virus 35,Riboviria,BVB53,invertebrates,RNA,linear,-0.422676797194623,0.000944833359541888
Cyclovirus TsCyV-1 JP-NUBS-2014,NA,ADY16,NA,NA,NA,-0.491279338029469,0.000110491949022663
Bohle iridovirus,Varidnaviria,D1R28,vertebrates,DNA,linear,0.320631209818819,0.013623033101604
Wenling toti-like virus 2,Riboviria,BWT21,invertebrates,RNA,linear,-0.0946814728229106,0.474637495149664
Fiddler Crab associated circular virus,Monodnaviria,AMQ87,invertebrates,DNA,circular,-0.244879439979259,0.0665604939017388
Aeromonas phage phiA8-29,Duplodnaviria,HWB15,bacteria,DNA,circular,-0.243015780245471,0.0638457077136129
Alternaria brassicicola betaendornavirus 1,Riboviria,SP86,fungi,RNA,linear,-0.217825832846289,0.0974518852237603
Peach rosette mosaic virus,Riboviria,B5P31,land plants,RNA,linear,-0.513033313851549,4.20589107898677e-05
Mycobacterium phage AlishaPH,Duplodnaviria,I5G91,bacteria,DNA,linear,0.497837521917008,7.51814385113246e-05
Bat polyomavirus 6d,Monodnaviria,WX15,vertebrates,DNA,circular,-0.494166450609282,0.000114916389701145
Tomato mottle leaf curl virus,Monodnaviria,BTA33,land plants,DNA,circular,-0.186382232612507,0.157198202463457
Listeria phage P70,Duplodnaviria,P70,bacteria,DNA,linear,-0.529573348918761,2.17109231628308e-05
Aguacate virus,NA,AGUV,NA,RNA,linear,-0.437521917007598,0.000597681419435875
Mycobacterium phage KiSi,Duplodnaviria,I5G98,bacteria,DNA,linear,0.525915900212249,2.96935062144084e-05
Vibrio phage 1.261.O. 10N.286.51.A7,NA,HOU80,NA,NA,NA,-0.424839275277616,0.000884922383144067
European bat 1 lyssavirus,Riboviria,EBLV1,vertebrates,RNA,linear,-0.377030976037405,0.00343952568646285
Polygala garcinii associated virus,Monodnaviria,C5Y55,land plants,DNA,circular,-0.389187609585038,0.00247845514796627
Changjiang picorna-like virus 4,Riboviria,BWV97,invertebrates,RNA,linear,-0.526066627703098,2.50430410035662e-05
Proteus phage PM2,Duplodnaviria,KNT71,bacteria,DNA,linear,-0.543775569842198,1.20015842790919e-05
Blackcurrant reversion virus satellite RNA,NA,SRoBrvgp1,NA,RNA,linear,-0.201227352425482,0.12627704543339
Tsukamurella phage TIN3,Duplodnaviria,AVT54,bacteria,DNA,linear,0.443308007013443,0.000497328630901515
Vibrio phage nt-1,Duplodnaviria,VPFG,bacteria,DNA,linear,-0.455113968439509,0.000338554915981673
Mycobacterium phage Twister,Duplodnaviria,FDI09,bacteria,DNA,linear,0.50292226767972,6.20742157858644e-05
Meles meles polyomavirus 1,Monodnaviria,UF60,vertebrates,DNA,circular,-0.475393028024607,0.000252428616004309
Hubei earwig virus 3,Riboviria,BVA90,invertebrates,RNA,linear,-0.522150789012274,2.93232119639716e-05
Lactobacillus phage PL-1,Duplodnaviria,PL1,bacteria,DNA,linear,-0.415897136177674,0.00115722874434513
Bat polyomavirus,Monodnaviria,EXJ53,vertebrates,DNA,circular,-0.163862315051217,0.218417628697128
Enterococus phage vipetofem,Duplodnaviria,KNU92,bacteria,DNA,linear,-0.534365867913501,1.78213874995137e-05
Phytomonas serpens narnavirus 1,NA,A9286,NA,RNA,linear,-0.305318527177089,0.0190492601900677
Punta Toro virus,Riboviria,D1Y16,human:invertebrates:vertebrates,RNA,linear,-0.426709526592636,0.000835906537721119
Pectobacterium phage Gaspode,Duplodnaviria,HOU11,bacteria,DNA,linear,-0.328930450029223,0.0112844454074747
Dragonfly larvae associated circular virus-7,unclassified viruses,BA84,invertebrates,DNA,circular,0.142079336271714,0.29089811790391
Ageratum yellow vein India alphasatellite,Alphasatellitidae,F493,land plants,DNA,circular,-0.457074504442925,0.000457701586556136
Ceratobasidium endornavirus B,Riboviria,BKP47,fungi,RNA,linear,-0.520046756282876,3.18947789618316e-05
Arthrobacter phage Martha,Duplodnaviria,FDH49,bacteria,DNA,linear,0.235359438924606,0.0728834569280519
Mycobacterium phage Dante,Duplodnaviria,AVV07,bacteria,DNA,linear,0.429105786090006,0.000776705579161393
Sewage-associated gemycircularvirus 9,NA,SP95,NA,DNA,circular,-0.262068965517241,0.0452403561237697
Potato latent virus,Riboviria,PoLV,land plants,RNA,linear,-0.430333138515488,0.00074788030315486
Beluga whale alphaherpesvirus 1,Duplodnaviria,KM510,vertebrates,DNA,linear,0.500058445353594,6.91701064946838e-05
Bacillus phage Moonbeam,Duplodnaviria,CPT,bacteria,DNA,linear,-0.50052600818235,6.79625855877871e-05
Mycobacterium phage LinStu,Duplodnaviria,LINSTU,bacteria,DNA,linear,0.478725891291642,0.000150760374001042
Lactococcus phage ASCC532,Duplodnaviria,LLAPH,bacteria,DNA,linear,-0.554471069549971,7.56124941118133e-06
Pseudomonas phage PAK P3,NA,PAK,NA,NA,NA,0.337989479836353,0.00913768816353522
uncultured phage MedDCM-OCT-S30-C28,NA,HOQ52,NA,NA,NA,-0.541262419637639,1.33516944240579e-05
Escherichia phage PTXU04,Duplodnaviria,HOV50,bacteria,DNA,linear,-0.042489772063121,0.748745373395867
Tupaia hepatovirus A,Riboviria,AVT85,vertebrates,RNA,linear,-0.484102863822326,0.000124430002471959
HCBI9.212 virus,NA,JM54,NA,DNA,circular,-0.280654587960257,0.0316502374143889
Staphylococcus phage StauST398-1,Duplodnaviria,StauST398,bacteria,DNA,linear,-0.54593804792519,1.09431747173006e-05
Jembrana disease virus,Riboviria,Jdvgp,vertebrates,RNA,linear,-0.50052600818235,6.79625855877871e-05
Rosellinia necatrix partitivirus 8,Riboviria,C1184,fungi,RNA,linear,0.0504926108374384,0.708451363561487
Antheraea pernyi nucleopolyhedrovirus,Naldaviricetes,APNV,invertebrates,DNA,circular,0.108357685563998,0.412965667483012
Umatilla virus,Riboviria,IX42,invertebrates:vertebrates,RNA,linear,-0.444944476914085,0.000471874691081054
Pectobacterium phage Lelidair,Duplodnaviria,HOU13,bacteria,DNA,linear,-0.328287551139684,0.0114522226783169
Little cherry virus 2,Riboviria,LChV,land plants,RNA,linear,-0.528521332554062,2.26644430659345e-05
Klebsiella phage KP27,Duplodnaviria,KP27,bacteria,DNA,linear,-0.437755698421976,0.000593293909702663
Abutilon golden mosaic Yucatan virus,Monodnaviria,D1Q61,land plants,DNA,circular,-0.214611338398597,0.102589129773478
Dickeya phage Mysterion,Duplodnaviria,HOU15,bacteria,DNA,linear,-0.204091174751607,0.120886707466658
Gordonia phage Apricot,Duplodnaviria,HOT72,bacteria,DNA,linear,0.469023962594974,0.000211598513420042
Fort Morgan virus,Riboviria,FoMoV,invertebrates:vertebrates,RNA,linear,-0.467387492694331,0.000223845166670473
Erwinia phage pEa SNUABM 22,NA,MPK63,NA,NA,NA,-0.19573348918761,0.13712846638491
Ralstonia phage RSB2,Duplodnaviria,CJ97,bacteria,DNA,linear,0.480267002983789,0.000163424052119002
Sweet potato badnavirus B,Riboviria,SPBVb,land plants,DNA,linear,-0.39427235534775,0.00215354935734967
Flavobacterium phage vB FspP elemoC 14-1A,NA,M1M21,NA,NA,NA,-0.532437171244886,1.93011672862783e-05
Hubei tick virus 3,Riboviria,BWS14,invertebrates,RNA,linear,-0.450087668030392,0.000399411765323688
Human associated gemyvongvirus 1,Monodnaviria,ATE41,human,DNA,linear,-0.119520748100526,0.3662686443159
Sichuan takin enterovirus,Riboviria,DP165,vertebrates,RNA,linear,-0.362127410870836,0.00506117149776691
Mycobacterium phage OwlsT2W,Duplodnaviria,I5H75,bacteria,DNA,linear,0.4239625949737,0.000908782914767859
Mycobacterium phage Hawkeye,Duplodnaviria,GJ25,bacteria,DNA,linear,0.347223845704267,0.00732542928175283
Sewage-associated circular DNA virus-31,NA,TO80,NA,DNA,circular,-0.444126241963764,0.000484449333259216
Escherichia phage vB EcoP PhAPEC7,NA,LD35,NA,NA,NA,-0.404324956165985,0.00162122924057555
